Club,Saison,Numero,Joueur,Nationalite,Postes,Note
Monaco,2023-2024,36,Breel Embolo,Suisse,BU,77
Monaco,2023-2024,4,Mohamed Camara,Mali,MDC,77
Monaco,2023-2024,22,Mohammed Salisu,Ghana,DC,76
Monaco,2023-2024,27,Krepin Diatta,Senegal,MD|AD,75
Monaco,2023-2024,16,Philipp Kohn,Suisse,G,75
Monaco,2023-2024,7,Eliesse Ben Seghir,Maroc,BU,73
Monaco,2024-2025,6,Denis Zakaria,Suisse,MC,81
Monaco,2024-2025,17,Wilfried Singo,Cote d'Ivoire,DC,80
Monaco,2024-2025,5,Thilo Kehrer,Allemagne,DC,79
Monaco,2024-2025,18,Takumi Minamino,Japon,MG,78
Monaco,2024-2025,11,Maghnes Akliouche,France,MD,78
Monaco,2024-2025,36,Breel Embolo,Suisse,BU,77
Monaco,2024-2025,12,Caio Henrique,Bresil,DG,77
Monaco,2024-2025,16,Philipp Kohn,Suisse,G,77
Monaco,2024-2025,2,Vanderson,Bresil,DD,77
Monaco,2024-2025,14,Mika Biereth,Danemark,BU,77
Monaco,2024-2025,15,Lamine Camara,Senegal,MC,77
Monaco,2024-2025,10,Alexandr Golovin,Russie,MG|MD,80
Monaco,2024-2025,8,Ali Al Musrati,Libye,MDC,79
Monaco,2024-2025,1,Radoslaw Majecki,Pologne,G,77
Monaco,2024-2025,9,Folarin Balogun,Etats-Unis,BU,77
Monaco,2024-2025,22,Mohammed Salisu,Ghana,DC,76
Monaco,2024-2025,4,Jordan Teze,Pays-Bas,DD,76
Monaco,2024-2025,7,Eliesse Ben Seghir,Maroc,MG,76
Monaco,2024-2025,27,Krepin Diatta,Senegal,MD|AD,75
Monaco,2024-2025,13,Christian Mawissa,France,DC,74
Monaco,2024-2025,88,Soungoutou Magassa,France,DC,73
Monaco,2024-2025,21,George Ilenikhena,Nigeria,BU,72
Monaco,2024-2025,20,Kassoum Ouattara,France,DG,72
Monaco,2025-2026,6,Denis Zakaria,Suisse,DC,81
Monaco,2025-2026,1,Lukas Hradecky,Finlande,G,80
Monaco,2025-2026,11,Maghnes Akliouche,France,AD,80
Monaco,2025-2026,10,Alexandr Golovin,Russie,AG|MD,79
Monaco,2025-2026,9,Folarin Balogun,Etats-Unis,BU,79
Monaco,2025-2026,15,Lamine Camara,Senegal,MC,79
Monaco,2025-2026,5,Thilo Kehrer,Allemagne,DC,78
Monaco,2025-2026,4,Jordan Teze,Pays-Bas,MD,78
Monaco,2025-2026,12,Caio Henrique,Bresil,MG,77
Monaco,2025-2026,13,Christian Mawissa,France,DC,75
Monaco,2025-2026,23,Aladji Bamba,France,MC,70
Monaco,2025-2026,3,Eric Dier,Angleterre,DC,78
Monaco,2025-2026,8,Paul Pogba,France,MC,77
Monaco,2025-2026,16,Philipp Kohn,Suisse,G,77
Monaco,2025-2026,2,Vanderson,Bresil,DD,77
Monaco,2025-2026,14,Mika Biereth,Danemark,BU,77
Monaco,2025-2026,24,Simon Adingra,Cote d'Ivoire,AG,76
Monaco,2025-2026,31,Ansu Fati,Espagne,MG,75
Monaco,2025-2026,25,Wout Faes,Belgique,DC,74
Monaco,2025-2026,27,Krepin Diatta,Senegal,MD,74
Monaco,2025-2026,20,Kassoum Ouattara,France,DG,72
Monaco,2025-2026,28,Mamadou Coulibaly,France,MC,71
Monaco,2025-2026,17,Stanis Idumbo,Belgique,MG,68
Monaco,2025-2026,18,Takumi Minamino,Japon,MG,78
Monaco,2025-2026,22,Mohammed Salisu,Ghana,DC,77
