Club,Saison,Numero,Joueur,Nationalite,Postes,Note
Lens,2023-2024,11,Angelo Fulgini,France,AG,75
Lens,2023-2024,23,Neil El Aynaoui,Maroc,MC,75
Lens,2023-2024,2,Ruben Aguilar,France,DD,77
Lens,2023-2024,28,Adrien Thomasson,France,BU|AG,76
Lens,2023-2024,6,Salis Abdul Samed,Ghana,MDC,76
Lens,2023-2024,10,David Pereira Da Costa,Portugal,BU,75
Lens,2023-2024,21,Massadio Haidara,Mali,DC,74
Lens,2023-2024,22,Wesley Said,France,BU,74
Lens,2023-2024,18,Andy Diouf,France,MC,74
Lens,2023-2024,27,Morgan Guilavogui,Guinee,BU,72
Lens,2023-2024,13,Jhoanner Chavez,Equateur,DG,72
Lens,2023-2024,25,Abdukodir Khusanov,Ouzbekistan,DC,70
Lens,2024-2025,14,Facundo Medina,Argentine,DC,79
Lens,2024-2025,30,Mathew Ryan,Australie,G,78
Lens,2024-2025,28,Adrien Thomasson,France,MDC|MC,77
Lens,2024-2025,24,Jonathan Gradit,France,DC,77
Lens,2024-2025,3,Deiver Machado,Colombie,DG,76
Lens,2024-2025,2,Ruben Aguilar,France,DD,76
Lens,2024-2025,7,Florian Sotoca,France,AD|BU,76
Lens,2024-2025,23,Neil El Aynaoui,Maroc,MDC,76
Lens,2024-2025,18,Andy Diouf,France,MC,75
Lens,2024-2025,19,Goduine Koyalipou,Rep. centrafricaine,AG,73
Lens,2024-2025,27,Abdulai Juma Bah,Sierra Leone,DC,71
Lens,2024-2025,22,Wesley Said,France,BU,75
Lens,2024-2025,8,M'Bala Nzola,Angola,BU,75
Lens,2024-2025,11,Angelo Fulgini,France,MOC,74
Lens,2024-2025,21,Anass Zaroury,Maroc,MG,74
Lens,2024-2025,9,Martin Satriano,Uruguay,BU,74
Lens,2024-2025,26,Nampalys Mendy,Senegal,MDC,73
Lens,2024-2025,20,Malang Sarr,France,DC,73
Lens,2024-2025,16,Herve Koffi,Burkina Faso,G,73
Lens,2024-2025,13,Jhoanner Chavez,Equateur,DG,72
Lens,2024-2025,36,Remy Labeau Lascary,France,BU,72
Lens,2025-2026,10,Florian Thauvin,France,AD,81
Lens,2025-2026,28,Adrien Thomasson,France,MC|MDC,80
Lens,2025-2026,14,Matthieu Udol,France,MG,80
Lens,2025-2026,8,Mamadou Sangare,Mali,MDC,80
Lens,2025-2026,20,Malang Sarr,France,DG,78
Lens,2025-2026,40,Robin Risser,France,G,78
Lens,2025-2026,22,Wesley Said,France,AG,77
Lens,2025-2026,11,Odsonne Edouard,France,BU,77
Lens,2025-2026,23,Saud Abdulhamid,Arabie saoudite,MD,76
Lens,2025-2026,6,Samson Baidoo,Autriche,DC,76
Lens,2025-2026,25,Ismaelo Ganiou,France,DD,75
Lens,2025-2026,9,Allan Saint-Maximin,France,AG,77
Lens,2025-2026,2,Ruben Aguilar,France,DD,77
Lens,2025-2026,21,Amadou Haidara,Mali,MC,75
Lens,2025-2026,7,Florian Sotoca,France,BU,74
Lens,2025-2026,19,Abdallah Sima,Senegal,AG,73
Lens,2025-2026,38,Rayan Fofana,France,BU,72
Lens,2025-2026,5,Andrija Bulatovic,Montenegro,MC,71
Lens,2025-2026,24,Jonathan Gradit,France,DC,77
Lens,2025-2026,27,Arthur Masuaku,RD Congo,DG,75
